t,u
1.2979E-03,7.800E+00
1.2984E-03,8.200E+00
1.2989E-03,8.200E+00
1.2994E-03,7.800E+00
1.2999E-03,7.800E+00
1.3004E-03,8.200E+00
1.3009E-03,7.800E+00
1.3014E-03,7.800E+00
1.3019E-03,8.200E+00
1.3024E-03,7.800E+00
1.3029E-03,8.200E+00
1.3034E-03,8.200E+00
1.3039E-03,8.200E+00
1.3044E-03,8.200E+00
1.3049E-03,7.800E+00
1.3054E-03,8.200E+00
1.3059E-03,8.200E+00
1.3065E-03,7.800E+00
1.3070E-03,7.800E+00
1.3075E-03,7.800E+00
1.3080E-03,7.800E+00
1.3085E-03,7.800E+00
1.3090E-03,7.800E+00
1.3095E-03,7.800E+00
1.3100E-03,8.200E+00
1.3105E-03,7.800E+00
1.3110E-03,7.800E+00
1.3115E-03,7.800E+00
1.3120E-03,8.200E+00
1.3125E-03,7.800E+00
1.3130E-03,7.800E+00
1.3135E-03,7.800E+00
1.3140E-03,8.200E+00
1.3145E-03,8.200E+00
1.3150E-03,7.800E+00
1.3155E-03,7.800E+00
1.3160E-03,8.200E+00
1.3165E-03,7.800E+00
1.3170E-03,8.200E+00
1.3175E-03,8.200E+00
1.3180E-03,7.800E+00
1.3185E-03,7.800E+00
1.3191E-03,7.800E+00
1.3196E-03,7.800E+00
1.3201E-03,7.800E+00
1.3206E-03,7.800E+00
1.3211E-03,8.200E+00
1.3216E-03,7.800E+00
1.3221E-03,7.800E+00
1.3226E-03,7.800E+00
1.3231E-03,8.200E+00
1.3236E-03,7.800E+00
1.3241E-03,7.800E+00
1.3246E-03,7.800E+00
1.3251E-03,8.200E+00
1.3256E-03,7.800E+00
1.3261E-03,8.200E+00
1.3266E-03,7.800E+00
1.3271E-03,8.200E+00
1.3276E-03,7.800E+00
1.3281E-03,7.800E+00
1.3286E-03,7.800E+00
1.3291E-03,7.800E+00
1.3296E-03,8.200E+00
1.3301E-03,8.200E+00
1.3306E-03,7.800E+00
1.3311E-03,8.200E+00
1.3317E-03,7.800E+00
1.3322E-03,8.200E+00
1.3327E-03,8.200E+00
1.3332E-03,7.800E+00
1.3337E-03,7.800E+00
1.3342E-03,7.800E+00
1.3347E-03,7.800E+00
1.3352E-03,7.800E+00
1.3357E-03,7.800E+00
1.3362E-03,7.800E+00
1.3367E-03,7.800E+00
1.3372E-03,7.800E+00
1.3377E-03,7.800E+00
1.3382E-03,7.800E+00
1.3387E-03,8.200E+00
1.3392E-03,8.200E+00
1.3397E-03,7.800E+00
1.3402E-03,8.200E+00
1.3407E-03,8.200E+00
1.3412E-03,8.200E+00
1.3417E-03,7.800E+00
1.3422E-03,7.800E+00
1.3427E-03,7.800E+00
1.3432E-03,8.200E+00
1.3438E-03,8.200E+00
1.3443E-03,8.200E+00
1.3448E-03,7.800E+00
1.3453E-03,8.200E+00
1.3458E-03,8.200E+00
1.3463E-03,8.200E+00
1.3468E-03,8.200E+00
1.3473E-03,7.800E+00
1.3478E-03,8.200E+00
1.3483E-03,7.800E+00
1.3488E-03,7.800E+00
1.3493E-03,7.800E+00
1.3498E-03,7.800E+00
1.3503E-03,7.800E+00
1.3508E-03,8.200E+00
1.3513E-03,8.200E+00
1.3518E-03,7.800E+00
1.3523E-03,7.800E+00
1.3528E-03,7.800E+00
1.3533E-03,8.200E+00
1.3538E-03,7.800E+00
1.3543E-03,7.800E+00
1.3548E-03,8.200E+00
1.3553E-03,7.800E+00
1.3558E-03,7.800E+00
1.3564E-03,7.800E+00
1.3569E-03,7.800E+00
1.3574E-03,7.800E+00
1.3579E-03,8.200E+00
1.3584E-03,7.800E+00
1.3589E-03,7.800E+00
1.3594E-03,8.200E+00
1.3599E-03,8.200E+00
1.3604E-03,7.800E+00
1.3609E-03,7.800E+00
1.3614E-03,7.800E+00
1.3619E-03,8.200E+00
1.3624E-03,8.200E+00
1.3629E-03,7.800E+00
1.3634E-03,7.800E+00
1.3639E-03,7.800E+00
1.3644E-03,7.800E+00
1.3649E-03,7.800E+00
1.3654E-03,8.200E+00
1.3659E-03,7.800E+00
1.3664E-03,7.800E+00
1.3669E-03,8.200E+00
1.3674E-03,7.800E+00
1.3679E-03,7.800E+00
1.3684E-03,8.200E+00
1.3690E-03,7.800E+00
1.3695E-03,7.800E+00
1.3700E-03,8.200E+00
1.3705E-03,7.800E+00
1.3710E-03,8.200E+00
1.3715E-03,8.200E+00
1.3720E-03,7.800E+00
1.3725E-03,7.800E+00
1.3730E-03,7.800E+00
1.3735E-03,8.200E+00
1.3740E-03,7.800E+00
1.3745E-03,8.200E+00
1.3750E-03,7.800E+00
1.3755E-03,7.800E+00
1.3760E-03,7.800E+00
1.3765E-03,7.800E+00
1.3770E-03,7.800E+00
1.3775E-03,8.200E+00
1.3780E-03,7.800E+00
1.3785E-03,8.200E+00
1.3790E-03,8.200E+00
1.3795E-03,7.800E+00
1.3800E-03,7.800E+00
1.3805E-03,7.800E+00
1.3810E-03,7.800E+00
1.3816E-03,8.200E+00
1.3821E-03,7.800E+00
1.3826E-03,7.800E+00
1.3831E-03,7.800E+00
1.3836E-03,7.800E+00
1.3841E-03,8.200E+00
1.3846E-03,8.200E+00
1.3851E-03,7.800E+00
1.3856E-03,7.800E+00
1.3861E-03,8.200E+00
1.3866E-03,7.800E+00
1.3871E-03,7.800E+00
1.3876E-03,7.800E+00
1.3881E-03,8.200E+00
1.3886E-03,8.200E+00
1.3891E-03,7.800E+00
1.3896E-03,7.800E+00
1.3901E-03,7.800E+00
1.3906E-03,7.800E+00
1.3911E-03,8.200E+00
1.3916E-03,7.800E+00
1.3921E-03,8.200E+00
1.3926E-03,8.200E+00
1.3931E-03,7.800E+00
1.3936E-03,7.800E+00
1.3942E-03,7.800E+00
1.3947E-03,7.800E+00
1.3952E-03,7.800E+00
1.3957E-03,8.200E+00
1.3962E-03,7.800E+00
1.3967E-03,7.800E+00
1.3972E-03,7.800E+00
1.3977E-03,8.200E+00
1.3982E-03,7.800E+00
1.3987E-03,8.200E+00
1.3992E-03,7.800E+00
1.3997E-03,7.800E+00
1.4002E-03,7.800E+00
1.4007E-03,7.800E+00
1.4012E-03,8.200E+00
1.4017E-03,7.800E+00
1.4022E-03,8.200E+00
1.4027E-03,8.200E+00
1.4032E-03,7.800E+00
1.4037E-03,8.200E+00
1.4042E-03,8.200E+00
1.4047E-03,8.200E+00
1.4052E-03,7.800E+00
1.4057E-03,8.200E+00
1.4063E-03,8.200E+00
1.4068E-03,7.800E+00
1.4073E-03,7.800E+00
1.4078E-03,8.200E+00
1.4083E-03,7.800E+00
1.4088E-03,7.800E+00
1.4093E-03,7.800E+00
1.4098E-03,8.200E+00
1.4103E-03,7.800E+00
1.4108E-03,7.800E+00
1.4113E-03,7.800E+00
1.4118E-03,8.200E+00
1.4123E-03,7.800E+00
1.4128E-03,7.800E+00
1.4133E-03,8.200E+00
1.4138E-03,7.800E+00
1.4143E-03,8.200E+00
1.4148E-03,7.800E+00
1.4153E-03,8.200E+00
1.4158E-03,7.800E+00
1.4163E-03,7.800E+00
1.4168E-03,7.800E+00
1.4173E-03,7.800E+00
1.4178E-03,8.200E+00
1.4183E-03,7.800E+00
1.4189E-03,7.800E+00
1.4194E-03,7.800E+00
1.4199E-03,8.200E+00
1.4204E-03,8.200E+00
1.4209E-03,8.200E+00
1.4214E-03,7.800E+00
1.4219E-03,7.800E+00
1.4224E-03,7.800E+00
1.4229E-03,7.800E+00
1.4234E-03,8.200E+00
1.4239E-03,7.800E+00
1.4244E-03,7.800E+00
1.4249E-03,7.800E+00
1.4254E-03,7.800E+00
1.4259E-03,8.200E+00
1.4264E-03,8.200E+00
1.4269E-03,7.800E+00
1.4274E-03,7.800E+00
1.4279E-03,7.800E+00
1.4284E-03,7.800E+00
1.4289E-03,7.800E+00
1.4294E-03,7.800E+00
1.4299E-03,7.800E+00
1.4304E-03,8.200E+00
1.4309E-03,7.800E+00
1.4315E-03,7.800E+00
1.4320E-03,8.200E+00
1.4325E-03,7.800E+00
1.4330E-03,8.200E+00
1.4335E-03,7.800E+00
1.4340E-03,7.800E+00
1.4345E-03,8.200E+00
1.4350E-03,7.800E+00
1.4355E-03,7.800E+00
1.4360E-03,7.800E+00
1.4365E-03,7.800E+00
1.4370E-03,7.800E+00
1.4375E-03,7.800E+00
1.4380E-03,8.200E+00
1.4385E-03,8.200E+00
1.4390E-03,7.800E+00
1.4395E-03,8.200E+00
1.4400E-03,7.800E+00
1.4405E-03,7.800E+00
1.4410E-03,8.200E+00
1.4415E-03,7.800E+00
1.4420E-03,7.800E+00
1.4425E-03,8.200E+00
1.4430E-03,8.200E+00
1.4435E-03,7.800E+00
1.4441E-03,8.200E+00
1.4446E-03,7.800E+00
1.4451E-03,7.800E+00
1.4456E-03,7.800E+00
1.4461E-03,7.800E+00
1.4466E-03,7.800E+00
1.4471E-03,8.200E+00
1.4476E-03,7.800E+00
1.4481E-03,8.200E+00
1.4486E-03,7.800E+00
1.4491E-03,7.800E+00
1.4496E-03,8.200E+00
1.4501E-03,8.200E+00
1.4506E-03,8.200E+00
1.4511E-03,7.800E+00
1.4516E-03,8.200E+00
1.4521E-03,7.800E+00
1.4526E-03,7.800E+00
1.4531E-03,8.200E+00
1.4536E-03,7.800E+00
1.4541E-03,7.800E+00
1.4546E-03,8.200E+00
1.4551E-03,7.800E+00
1.4556E-03,8.200E+00
1.4561E-03,7.800E+00
1.4567E-03,7.800E+00
1.4572E-03,7.800E+00
1.4577E-03,8.200E+00
1.4582E-03,7.800E+00
1.4587E-03,7.800E+00
1.4592E-03,7.800E+00
1.4597E-03,7.800E+00
1.4602E-03,8.200E+00
1.4607E-03,8.200E+00
1.4612E-03,8.200E+00
1.4617E-03,7.800E+00
1.4622E-03,7.800E+00
1.4627E-03,8.200E+00
1.4632E-03,8.200E+00
1.4637E-03,7.800E+00
1.4642E-03,7.800E+00
1.4647E-03,7.800E+00
1.4652E-03,7.800E+00
1.4657E-03,7.800E+00
1.4662E-03,7.800E+00
1.4667E-03,7.800E+00
1.4672E-03,7.800E+00
1.4677E-03,8.200E+00
1.4682E-03,8.200E+00
1.4688E-03,8.200E+00
1.4693E-03,7.800E+00
1.4698E-03,7.800E+00
1.4703E-03,7.800E+00
1.4708E-03,8.200E+00
1.4713E-03,7.800E+00
1.4718E-03,7.800E+00
1.4723E-03,7.800E+00
1.4728E-03,7.800E+00
1.4733E-03,7.800E+00
1.4738E-03,7.800E+00
1.4743E-03,7.800E+00
1.4748E-03,7.800E+00
1.4753E-03,7.800E+00
1.4758E-03,7.800E+00
1.4763E-03,8.200E+00
1.4768E-03,7.800E+00
1.4773E-03,7.800E+00
1.4778E-03,8.200E+00
1.4783E-03,7.800E+00
1.4788E-03,7.800E+00
1.4793E-03,8.200E+00
1.4798E-03,7.800E+00
1.4803E-03,8.200E+00
1.4808E-03,7.800E+00
1.4814E-03,8.200E+00
1.4819E-03,7.800E+00
1.4824E-03,7.800E+00
1.4829E-03,7.800E+00
1.4834E-03,7.800E+00
1.4839E-03,7.800E+00
1.4844E-03,7.800E+00
1.4849E-03,7.800E+00
1.4854E-03,8.200E+00
1.4859E-03,7.800E+00
1.4864E-03,7.800E+00
1.4869E-03,7.800E+00
1.4874E-03,7.800E+00
1.4879E-03,7.800E+00
1.4884E-03,8.200E+00
1.4889E-03,7.800E+00
1.4894E-03,8.200E+00
1.4899E-03,8.200E+00
1.4904E-03,7.800E+00
1.4909E-03,7.800E+00
1.4914E-03,7.800E+00
1.4919E-03,7.800E+00
1.4924E-03,8.200E+00
1.4929E-03,7.800E+00
1.4934E-03,8.200E+00
1.4940E-03,7.800E+00
1.4945E-03,7.800E+00
1.4950E-03,7.800E+00
1.4955E-03,7.800E+00
1.4960E-03,7.800E+00
1.4965E-03,8.200E+00
1.4970E-03,7.800E+00
1.4975E-03,7.800E+00
1.4980E-03,7.800E+00
1.4985E-03,8.200E+00
1.4990E-03,7.800E+00
1.4995E-03,7.800E+00
1.5000E-03,7.800E+00
1.5005E-03,8.200E+00
1.5010E-03,7.800E+00
1.5015E-03,7.800E+00
1.5020E-03,7.800E+00
1.5025E-03,7.800E+00
1.5030E-03,7.800E+00
1.5035E-03,8.200E+00
1.5040E-03,7.800E+00
1.5045E-03,7.800E+00
1.5050E-03,7.800E+00
1.5055E-03,7.800E+00
1.5060E-03,7.800E+00
1.5066E-03,7.800E+00
1.5071E-03,7.800E+00
1.5076E-03,8.200E+00
1.5081E-03,7.800E+00
1.5086E-03,7.800E+00
1.5091E-03,7.800E+00
1.5096E-03,7.800E+00
1.5101E-03,7.800E+00
1.5106E-03,7.800E+00
1.5111E-03,7.800E+00
1.5116E-03,7.800E+00
1.5121E-03,7.800E+00
1.5126E-03,7.800E+00
1.5131E-03,7.800E+00
1.5136E-03,7.800E+00
1.5141E-03,8.200E+00
1.5146E-03,8.200E+00
1.5151E-03,7.800E+00
1.5156E-03,7.800E+00
1.5161E-03,7.800E+00
1.5166E-03,7.800E+00
1.5171E-03,7.800E+00
1.5176E-03,7.800E+00
1.5181E-03,7.800E+00
1.5186E-03,7.800E+00
1.5192E-03,7.800E+00
1.5197E-03,8.200E+00
1.5202E-03,7.800E+00
1.5207E-03,8.200E+00
1.5212E-03,7.800E+00
1.5217E-03,8.200E+00
1.5222E-03,8.200E+00
1.5227E-03,7.800E+00
1.5232E-03,7.800E+00
1.5237E-03,8.200E+00
1.5242E-03,7.800E+00
1.5247E-03,7.800E+00
1.5252E-03,8.200E+00
1.5257E-03,7.800E+00
1.5262E-03,7.800E+00
1.5267E-03,7.800E+00
1.5272E-03,7.800E+00
1.5277E-03,7.800E+00
1.5282E-03,7.800E+00
1.5287E-03,8.200E+00
1.5292E-03,7.800E+00
1.5297E-03,7.800E+00
1.5302E-03,7.800E+00
1.5307E-03,7.800E+00
1.5313E-03,8.200E+00
1.5318E-03,8.200E+00
1.5323E-03,8.200E+00
1.5328E-03,7.800E+00
1.5333E-03,7.800E+00
1.5338E-03,7.800E+00
1.5343E-03,7.800E+00
1.5348E-03,7.800E+00
1.5353E-03,7.800E+00
1.5358E-03,8.200E+00
1.5363E-03,7.800E+00
1.5368E-03,7.800E+00
1.5373E-03,7.800E+00
1.5378E-03,7.800E+00
1.5383E-03,7.800E+00
1.5388E-03,7.800E+00
1.5393E-03,7.800E+00
1.5398E-03,8.200E+00
1.5403E-03,7.800E+00
1.5408E-03,8.200E+00
1.5413E-03,8.200E+00
1.5418E-03,7.800E+00
1.5423E-03,7.800E+00
1.5428E-03,7.800E+00
1.5433E-03,7.800E+00
1.5439E-03,7.800E+00
1.5444E-03,8.200E+00
1.5449E-03,7.800E+00
1.5454E-03,7.800E+00
1.5459E-03,8.200E+00
1.5464E-03,7.800E+00
1.5469E-03,8.200E+00
1.5474E-03,8.200E+00
1.5479E-03,7.800E+00
1.5484E-03,7.800E+00
1.5489E-03,8.200E+00
1.5494E-03,8.200E+00
1.5499E-03,8.200E+00
1.5504E-03,8.200E+00
1.5509E-03,7.800E+00
1.5514E-03,8.200E+00
1.5519E-03,7.800E+00
1.5524E-03,7.800E+00
1.5529E-03,8.200E+00
1.5534E-03,8.200E+00
1.5539E-03,7.800E+00
1.5544E-03,8.200E+00
1.5549E-03,8.200E+00
1.5554E-03,7.800E+00
1.5559E-03,8.200E+00
1.5565E-03,7.800E+00
1.5570E-03,7.800E+00
1.5575E-03,7.800E+00
1.5580E-03,7.800E+00
1.5585E-03,7.800E+00
1.5590E-03,7.800E+00
1.5595E-03,8.200E+00
1.5600E-03,7.800E+00
1.5605E-03,7.800E+00
1.5610E-03,7.800E+00
1.5615E-03,7.800E+00
1.5620E-03,7.800E+00
1.5625E-03,7.800E+00
1.5630E-03,8.200E+00
1.5635E-03,7.800E+00
1.5640E-03,8.200E+00
1.5645E-03,7.800E+00
1.5650E-03,8.200E+00
1.5655E-03,8.200E+00
1.5660E-03,7.800E+00
1.5665E-03,7.800E+00
1.5670E-03,7.800E+00
1.5675E-03,7.800E+00
1.5680E-03,8.200E+00
1.5685E-03,7.800E+00
1.5691E-03,8.200E+00
1.5696E-03,7.800E+00
1.5701E-03,7.800E+00
1.5706E-03,7.800E+00
1.5711E-03,7.800E+00
1.5716E-03,7.800E+00
1.5721E-03,7.800E+00
1.5726E-03,7.800E+00
1.5731E-03,7.800E+00
1.5736E-03,7.800E+00
1.5741E-03,8.200E+00
1.5746E-03,8.200E+00
1.5751E-03,7.800E+00
1.5756E-03,8.200E+00
1.5761E-03,7.800E+00
1.5766E-03,8.200E+00
1.5771E-03,7.800E+00
1.5776E-03,7.800E+00
1.5781E-03,7.800E+00
1.5786E-03,7.800E+00
1.5791E-03,7.800E+00
1.5796E-03,7.800E+00
1.5801E-03,7.800E+00
1.5806E-03,7.800E+00
1.5811E-03,8.200E+00
1.5817E-03,7.800E+00
1.5822E-03,8.200E+00
1.5827E-03,7.800E+00
1.5832E-03,7.800E+00
1.5837E-03,7.800E+00
1.5842E-03,7.800E+00
1.5847E-03,7.800E+00
1.5852E-03,7.800E+00
1.5857E-03,7.800E+00
1.5862E-03,7.800E+00
1.5867E-03,7.800E+00
1.5872E-03,7.800E+00
1.5877E-03,8.200E+00
1.5882E-03,7.800E+00
1.5887E-03,8.200E+00
1.5892E-03,7.800E+00
1.5897E-03,7.800E+00
1.5902E-03,7.800E+00
1.5907E-03,7.800E+00
1.5912E-03,7.800E+00
1.5917E-03,7.800E+00
1.5922E-03,7.800E+00
1.5927E-03,8.200E+00
1.5932E-03,7.800E+00
1.5938E-03,7.800E+00
1.5943E-03,8.200E+00
1.5948E-03,7.800E+00
1.5953E-03,8.200E+00
1.5958E-03,7.800E+00
1.5963E-03,7.800E+00
1.5968E-03,8.200E+00
1.5973E-03,8.200E+00
1.5978E-03,7.800E+00
1.5983E-03,7.800E+00
1.5988E-03,7.400E+00
1.5993E-03,7.800E+00
1.5998E-03,7.800E+00
1.6003E-03,8.200E+00
1.6008E-03,7.800E+00
1.6013E-03,7.800E+00
1.6018E-03,7.800E+00
1.6023E-03,8.200E+00
1.6028E-03,7.800E+00
1.6033E-03,7.800E+00
1.6038E-03,7.800E+00
1.6043E-03,7.800E+00
1.6048E-03,7.800E+00
1.6053E-03,8.200E+00
1.6058E-03,7.800E+00
1.6064E-03,7.800E+00
1.6069E-03,8.200E+00
1.6074E-03,7.800E+00
1.6079E-03,8.200E+00
1.6084E-03,8.200E+00
1.6089E-03,7.800E+00
1.6094E-03,8.200E+00
1.6099E-03,7.800E+00
1.6104E-03,7.800E+00
1.6109E-03,8.200E+00
1.6114E-03,7.800E+00
1.6119E-03,7.800E+00
1.6124E-03,7.800E+00
1.6129E-03,7.800E+00
1.6134E-03,8.200E+00
1.6139E-03,8.200E+00
1.6144E-03,7.800E+00
1.6149E-03,7.800E+00
1.6154E-03,7.800E+00
1.6159E-03,7.800E+00
1.6164E-03,7.800E+00
1.6169E-03,7.800E+00
1.6174E-03,7.800E+00
1.6179E-03,7.800E+00
1.6184E-03,7.800E+00
1.6190E-03,8.200E+00
1.6195E-03,7.800E+00
1.6200E-03,7.800E+00
1.6205E-03,7.800E+00
1.6210E-03,8.200E+00
1.6215E-03,8.200E+00
1.6220E-03,8.200E+00
1.6225E-03,7.800E+00
1.6230E-03,7.800E+00
1.6235E-03,7.800E+00
1.6240E-03,7.800E+00
1.6245E-03,7.800E+00
1.6250E-03,7.800E+00
1.6255E-03,7.800E+00
1.6260E-03,7.800E+00
1.6265E-03,7.800E+00
1.6270E-03,7.800E+00
1.6275E-03,8.200E+00
1.6280E-03,7.800E+00
1.6285E-03,7.800E+00
1.6290E-03,8.200E+00
1.6295E-03,7.800E+00
1.6300E-03,7.800E+00
1.6305E-03,7.800E+00
1.6310E-03,7.800E+00
1.6316E-03,7.800E+00
1.6321E-03,7.800E+00
1.6326E-03,7.800E+00
1.6331E-03,7.800E+00
1.6336E-03,8.200E+00
1.6341E-03,7.800E+00
1.6346E-03,7.800E+00
1.6351E-03,7.800E+00
1.6356E-03,8.200E+00
1.6361E-03,8.200E+00
1.6366E-03,7.800E+00
1.6371E-03,7.800E+00
1.6376E-03,7.800E+00
1.6381E-03,8.200E+00
1.6386E-03,8.200E+00
1.6391E-03,7.800E+00
1.6396E-03,8.200E+00
1.6401E-03,8.200E+00
1.6406E-03,7.800E+00
1.6411E-03,7.800E+00
1.6416E-03,8.200E+00
1.6421E-03,7.800E+00
1.6426E-03,8.200E+00
1.6431E-03,8.200E+00
1.6436E-03,7.800E+00
1.6442E-03,8.200E+00
1.6447E-03,7.800E+00
1.6452E-03,7.800E+00
1.6457E-03,7.800E+00
1.6462E-03,8.200E+00
1.6467E-03,7.800E+00
1.6472E-03,7.800E+00
1.6477E-03,8.200E+00
1.6482E-03,7.800E+00
1.6487E-03,7.800E+00
1.6492E-03,7.800E+00
1.6497E-03,7.800E+00
1.6502E-03,8.200E+00
1.6507E-03,7.800E+00
1.6512E-03,7.800E+00
1.6517E-03,7.800E+00
1.6522E-03,7.800E+00
1.6527E-03,7.800E+00
1.6532E-03,7.800E+00
1.6537E-03,7.800E+00
1.6542E-03,7.800E+00
1.6547E-03,7.800E+00
1.6552E-03,7.800E+00
1.6557E-03,8.200E+00
1.6563E-03,7.800E+00
1.6568E-03,7.800E+00
1.6573E-03,8.200E+00
1.6578E-03,8.200E+00
1.6583E-03,7.800E+00
1.6588E-03,7.800E+00
1.6593E-03,7.800E+00
1.6598E-03,8.200E+00
1.6603E-03,8.200E+00
1.6608E-03,7.800E+00
1.6613E-03,7.800E+00
1.6618E-03,7.800E+00
1.6623E-03,7.800E+00
1.6628E-03,7.800E+00
1.6633E-03,7.800E+00
1.6638E-03,7.800E+00
1.6643E-03,7.800E+00
1.6648E-03,8.200E+00
1.6653E-03,7.800E+00
1.6658E-03,8.200E+00
1.6663E-03,8.200E+00
1.6668E-03,7.800E+00
1.6673E-03,8.200E+00
1.6678E-03,7.800E+00
1.6683E-03,7.800E+00
1.6689E-03,7.800E+00
1.6694E-03,7.800E+00
1.6699E-03,7.800E+00
1.6704E-03,7.800E+00
1.6709E-03,7.800E+00
1.6714E-03,7.800E+00
1.6719E-03,7.800E+00
1.6724E-03,7.800E+00
1.6729E-03,7.800E+00
1.6734E-03,7.800E+00
1.6739E-03,8.200E+00
1.6744E-03,7.800E+00
1.6749E-03,8.200E+00
1.6754E-03,7.800E+00
1.6759E-03,7.800E+00
1.6764E-03,8.200E+00
1.6769E-03,8.200E+00
1.6774E-03,7.400E+00
1.6779E-03,7.800E+00
1.6784E-03,7.800E+00
1.6789E-03,7.800E+00
1.6794E-03,8.200E+00
1.6799E-03,7.800E+00
1.6804E-03,7.800E+00
1.6809E-03,8.200E+00
1.6815E-03,7.800E+00
1.6820E-03,7.800E+00
1.6825E-03,8.200E+00
1.6830E-03,8.200E+00
1.6835E-03,8.200E+00
1.6840E-03,7.800E+00
1.6845E-03,7.800E+00
1.6850E-03,7.800E+00
1.6855E-03,8.200E+00
1.6860E-03,8.200E+00
1.6865E-03,8.200E+00
1.6870E-03,7.800E+00
1.6875E-03,7.800E+00
1.6880E-03,7.800E+00
1.6885E-03,7.800E+00
1.6890E-03,8.200E+00
1.6895E-03,8.200E+00
1.6900E-03,8.200E+00
1.6905E-03,7.800E+00
1.6910E-03,7.800E+00
1.6915E-03,7.800E+00
1.6920E-03,7.800E+00
1.6925E-03,7.800E+00
1.6930E-03,7.800E+00
1.6935E-03,7.800E+00
1.6941E-03,7.800E+00
1.6946E-03,7.800E+00
1.6951E-03,7.800E+00
1.6956E-03,7.800E+00
1.6961E-03,7.800E+00
1.6966E-03,7.800E+00
1.6971E-03,7.800E+00
1.6976E-03,7.800E+00
1.6981E-03,7.800E+00
1.6986E-03,7.800E+00
1.6991E-03,7.800E+00
1.6996E-03,7.800E+00
1.7001E-03,7.800E+00
1.7006E-03,8.200E+00
1.7011E-03,7.800E+00
1.7016E-03,7.800E+00
1.7021E-03,8.200E+00
1.7026E-03,7.800E+00
1.7031E-03,7.800E+00
1.7036E-03,8.200E+00
1.7041E-03,7.800E+00
1.7046E-03,7.800E+00
1.7051E-03,7.800E+00
1.7056E-03,7.800E+00
1.7061E-03,7.800E+00
1.7067E-03,7.800E+00
1.7072E-03,8.200E+00
1.7077E-03,7.800E+00
1.7082E-03,7.800E+00
1.7087E-03,7.800E+00
1.7092E-03,7.800E+00
1.7097E-03,7.800E+00
1.7102E-03,7.800E+00
1.7107E-03,7.800E+00
1.7112E-03,8.200E+00
1.7117E-03,7.800E+00
1.7122E-03,7.800E+00
1.7127E-03,8.200E+00
1.7132E-03,7.800E+00
1.7137E-03,8.200E+00
1.7142E-03,8.200E+00
1.7147E-03,7.800E+00
1.7152E-03,7.800E+00
1.7157E-03,8.200E+00
1.7162E-03,8.200E+00
1.7167E-03,7.800E+00
1.7172E-03,7.800E+00
1.7177E-03,7.800E+00
1.7182E-03,7.800E+00
1.7188E-03,8.200E+00
1.7193E-03,7.800E+00
1.7198E-03,8.200E+00
1.7203E-03,7.800E+00
1.7208E-03,7.800E+00
1.7213E-03,7.800E+00
1.7218E-03,7.400E+00
1.7223E-03,8.200E+00
1.7228E-03,7.800E+00
1.7233E-03,7.800E+00
1.7238E-03,7.800E+00
1.7243E-03,7.800E+00
1.7248E-03,8.200E+00
1.7253E-03,7.800E+00
1.7258E-03,7.800E+00
1.7263E-03,8.200E+00
1.7268E-03,7.800E+00
1.7273E-03,8.200E+00
1.7278E-03,8.200E+00
1.7283E-03,7.800E+00
1.7288E-03,7.800E+00
1.7293E-03,8.200E+00
1.7298E-03,7.800E+00
1.7303E-03,7.800E+00
1.7308E-03,7.800E+00
1.7314E-03,8.200E+00
1.7319E-03,7.800E+00
1.7324E-03,7.800E+00
1.7329E-03,8.200E+00
1.7334E-03,7.800E+00
1.7339E-03,7.800E+00
1.7344E-03,7.800E+00
1.7349E-03,7.800E+00
1.7354E-03,8.200E+00
1.7359E-03,8.200E+00
1.7364E-03,7.800E+00
1.7369E-03,7.800E+00
1.7374E-03,7.800E+00
1.7379E-03,7.800E+00
1.7384E-03,8.200E+00
1.7389E-03,7.800E+00
1.7394E-03,8.200E+00
1.7399E-03,7.800E+00
1.7404E-03,8.200E+00
1.7409E-03,7.800E+00
1.7414E-03,8.200E+00
1.7419E-03,7.800E+00
1.7424E-03,7.800E+00
1.7429E-03,7.800E+00
1.7434E-03,7.800E+00
1.7440E-03,7.800E+00
1.7445E-03,7.800E+00
1.7450E-03,7.800E+00
1.7455E-03,7.800E+00
1.7460E-03,7.800E+00
1.7465E-03,8.200E+00
1.7470E-03,8.200E+00
1.7475E-03,8.200E+00
1.7480E-03,8.200E+00
1.7485E-03,7.800E+00
1.7490E-03,7.800E+00
1.7495E-03,7.800E+00
1.7500E-03,7.800E+00
1.7505E-03,7.800E+00
1.7510E-03,7.800E+00
1.7515E-03,8.200E+00
1.7520E-03,7.800E+00
1.7525E-03,7.800E+00
1.7530E-03,7.800E+00
1.7535E-03,7.800E+00
1.7540E-03,7.800E+00
1.7545E-03,7.800E+00
1.7550E-03,7.800E+00
1.7555E-03,8.200E+00
1.7560E-03,7.800E+00
1.7566E-03,7.800E+00
1.7571E-03,7.800E+00
1.7576E-03,8.200E+00
1.7581E-03,7.800E+00
1.7586E-03,8.200E+00
1.7591E-03,7.800E+00
1.7596E-03,8.200E+00
1.7601E-03,7.800E+00
1.7606E-03,8.200E+00
1.7611E-03,7.800E+00
1.7616E-03,7.800E+00
1.7621E-03,7.800E+00
1.7626E-03,7.800E+00
1.7631E-03,7.800E+00
1.7636E-03,7.800E+00
1.7641E-03,7.800E+00
1.7646E-03,7.800E+00
1.7651E-03,8.200E+00
1.7656E-03,7.800E+00
1.7661E-03,8.200E+00
1.7666E-03,8.200E+00
1.7671E-03,8.200E+00
1.7676E-03,8.200E+00
