TIME  IN1  IN2  OUT1
84.961  1.45813  2.515259  0.5
83.984  1.45813  2.370605  0.5
83.008  1.45813  2.224731  0.5
82.031  1.45813  2.079468  0.5
81.055  1.45813  1.934814  0.5
80.078  1.45813  1.78894  0.5
79.102  1.45813  1.644287  0.5
78.125  1.45813  1.499023  0.5
77.148  1.45874  1.353149  0.5
76.172  1.45813  1.207886  0.5
75.195  1.45813  1.062622  0.5
74.219  1.45813  0.927734  0.5
73.242  1.45813  0.782471  0.5
72.266  1.45874  0.637207  0.5
71.289  1.45813  0.492554  0.5
70.313  1.45874  0.34729  0.5
69.336  1.45874  0.202026  0.5
68.359  1.45874  0.056763  0.5
67.383  1.45874  -0.089111  0.5
66.406  1.45874  -0.234375  0.5
65.43  1.45813  -0.379639  0.5
64.453  1.45813  -0.515137  0.5
63.477  1.45813  -0.65979  0.5
62.5  1.45813  -0.805664  0.5
61.523  1.45813  -0.950928  0.5
60.547  1.45813  -1.096191  0.5
59.57  1.45813  -1.240845  0.5
58.594  1.45813  -1.386108  0.5
57.617  1.45813  -1.531372  0.5
56.641  1.45813  -1.676636  0.5
55.664  1.45813  -1.821289  0.5
54.688  1.45813  -1.956787  0.5
53.711  1.45874  -2.102051  0.5
52.734  1.45874  -2.246704  0.5
51.758  1.45874  -2.391968  0.5
50.781  1.45874  -2.537231  0.5
49.805  -1.552734  -2.630005  -0.5
48.828  -1.471558  -2.481689  -0.5
47.852  -1.472168  -2.335205  -0.5
46.875  -1.472168  -2.18811  -0.5
45.898  -1.472778  -2.041626  -0.5
44.922  -1.472778  -1.904907  -0.5
43.945  -1.472778  -1.757812  -0.5
42.969  -1.472778  -1.611328  -0.5
41.992  -1.472778  -1.464844  -0.5
41.016  -1.473389  -1.318359  -0.5
40.039  -1.47522  -1.171265  -0.5
39.063  -1.47522  -1.02417  -0.5
38.086  -1.47522  -0.877686  -0.5
37.109  -1.47522  -0.730591  -0.5
36.133  -1.47522  -0.583496  -0.5
35.156  -1.47583  -0.446777  -0.5
34.18  -1.47522  -0.299683  -0.5
33.203  -1.47522  -0.152588  -0.5
32.227  -1.47522  -0.005493  -0.5
31.25  -1.47522  0.141602  -0.5
30.273  -1.47522  0.288086  -0.5
29.297  -1.47522  0.435181  -0.5
28.32  -1.474609  0.582275  -0.5
27.344  -1.474609  0.72876  -0.5
26.367  -1.474609  0.875854  -0.5
25.391  -1.47522  1.012573  -0.5
24.414  -1.474609  1.159668  -0.5
23.438  -1.47522  1.305542  -0.5
22.461  -1.47522  1.453247  -0.5
21.484  -1.47522  1.599731  -0.5
20.508  -1.47522  1.746216  -0.5
19.531  -1.47522  1.893311  -0.5
18.555  -1.47522  2.039795  -0.5
17.578  -1.47522  2.18689  -0.5
16.602  -1.47522  2.333374  -0.5
15.625  -1.47522  2.470703  -0.5
14.648  -1.47522  2.617188  -0.5
13.672  -1.47522  2.764282  -0.5
12.695  -1.47522  2.910767  -0.5
11.719  -1.47522  3.057861  -0.5
10.742  -1.474609  3.204346  -0.5
9.766  -1.474609  3.35144  -0.5
8.789  -1.474609  3.498535  -0.5
7.813  -1.474609  3.64563  -0.5
6.836  -1.473999  3.792114  -0.5
5.859  -1.474609  3.929443  -0.5
4.883  -1.473999  4.075928  -0.5
3.906  -1.473999  4.223633  -0.5
2.93  -1.474609  4.324951  -0.5
1.953  -1.474609  4.329224  -0.5
0  0.678711  4.67041  -0.5
-1.953  1.45813  4.431152  0.5
-2.93  1.45752  4.284668  0.5
-3.906  1.45813  4.147949  0.5
-4.883  1.45813  4.002075  0.5
-5.859  1.45813  3.856812  0.5
-6.836  1.45813  3.710938  0.5
-7.813  1.45874  3.565674  0.5
-8.789  1.45874  3.42041  0.5
-9.766  1.45874  3.274536  0.5
-10.742  1.45874  3.129883  0.5
-11.719  1.45874  2.984009  0.5
-12.695  1.45874  2.838745  0.5
-13.672  1.45874  2.693481  0.5
-14.648  1.45874  2.557983  0.5
-15.625  1.45874  2.412109  0.5
-16.602  1.45813  2.266846  0.5
-17.578  1.45813  2.121582  0.5
-18.555  1.45874  1.976929  0.5
-19.531  1.45813  1.831665  0.5
-20.508  1.45874  1.686401  0.5
-21.484  1.45813  1.540527  0.5
-22.461  1.45813  1.395264  0.5
-23.438  1.45813  1.25  0.5
-24.414  1.45874  1.114502  0.5
-25.391  1.45813  0.969849  0.5
-26.367  1.45874  0.824585  0.5
-27.344  1.45874  0.679321  0.5
-28.32  1.45874  0.534058  0.5
-29.297  1.45874  0.388794  0.5
-30.273  1.45874  0.244141  0.5
-31.25  1.45874  0.098877  0.5
-32.227  1.45874  -0.046387  0.5
-33.203  1.45874  -0.192261  0.5
-34.18  1.45874  -0.327759  0.5
-35.156  1.45874  -0.472412  0.5
-36.133  1.45874  -0.618286  0.5
-37.109  1.45874  -0.762939  0.5
-38.086  1.45874  -0.908203  0.5
-39.063  1.45874  -1.053467  0.5
-40.039  1.45813  -1.19873  0.5
-41.016  1.45813  -1.343994  0.5
-41.992  1.45813  -1.488647  0.5
-42.969  1.45813  -1.633911  0.5
-43.945  1.45813  -1.77002  0.5
-44.922  1.45813  -1.914673  0.5
-45.898  1.45813  -2.059937  0.5
-46.875  1.45874  -2.20459  0.5
-47.852  1.45874  -2.350464  0.5
-48.828  1.45874  -2.495117  0.5
-49.805  1.373291  -2.640381  0.5
-50.781  -1.471558  -2.519531  -0.5
-51.758  -1.472778  -2.372437  -0.5
-52.734  -1.472168  -2.225952  -0.5
-53.711  -1.472778  -2.088623  -0.5
-54.688  -1.474609  -1.942139  -0.5
-55.664  -1.47522  -1.795044  -0.5
-56.641  -1.47522  -1.647949  -0.5
